Entry,Drying,Purpose,Shape,First materials,Second materials,Modification,First material class,Second materials class,Modification class,Gelation class,Solvent class,Process,Gelation mechanism,Final solvent,Drying details,Post drying treatment,Post-drying cross-linking,Envelope density g/cm3,Porosity,BET surface area m2/g,BJH pore size nm,BJH pore volume (total) cm3/g,compression elastic modulus MPa,SEM,Thermal conductivity W/(m K),Thermal method,Thermal method detail,,
2981,SCD,Not specific,Monolith,RF,CNT,,I,N,,cp,ow,Resorcinol-formaldehdye solution + Na2CO3 solution + sodium dodecyl benzene sulfonate (0.3%) + MWCNT (0.2%) suspension,Chemical (polymerization),Acetone,SCD,,,0.21,,590,,,,Mesoporous (nanofibrous and nanoparticulate),,,,,
2982,SCD,Not specific,Monolith,RF,CNT,,I,N,,cp,ow,Resorcinol-formaldehdye solution + Na2CO3 solution + sodium dodecyl benzene sulfonate (0.75%) + MWCNT (0.5%) suspension,Chemical (polymerization),Acetone,SCD,,,0.23,,618,,,,Mesoporous (nanofibrous and nanoparticulate),,,,,
2983,SCD,Not specific,Monolith,RF,CNT,,I,N,,cp,ow,Resorcinol-formaldehdye solution + Na2CO3 solution + sodium dodecyl benzene sulfonate (1.5%) + MWCNT (1%) suspension,Chemical (polymerization),Acetone,SCD,,,0.24,,555,,,,Mesoporous (nanofibrous and nanoparticulate),,,,,
2984,SCD,Not specific,Monolith,CNT,,,N,,,pp,ow,MWCNT (2%) suspension,Physical,Acetone,SCD,,,0.25,,209,,,,Mesoporous (nanofibrous and nanoparticulate),,,,,
2985,FD,Wound dressing,Sheet?,Cellulose nanofibers,Collagen,,K,C,,ng,wa,Cellulose nanofiber suspension + collagen suspension (aldehyde 8.86%) (frozen),No gelation,Water,FD,,,0.032,95.45%,,,,,Macroporous (flakes),,,,,
2986,FD,Wound dressing,Sheet?,Cellulose nanofibers,Collagen,,K,C,,ng,wa,Cellulose nanofiber suspension + collagen suspension (aldehyde 17.93%) (frozen),No gelation,Water,FD,,,0.0206,95.24%,,,,,Macroporous (flakes),,,,,
2987,FD,Wound dressing,Sheet?,Cellulose nanofibers,Collagen,,K,C,,ng,wa,Cellulose nanofiber suspension + collagen suspension (aldehyde 29.48%) (frozen),No gelation,Water,FD,,,0.0214,91.67%,,,,,Macroporous (flakes),,,,,
2988,FD,Wound dressing,Sheet?,Cellulose nanofibers,Collagen,,K,C,,ng,wa,Cellulose nanofiber suspension + collagen suspension (aldehyde 42.78%) (frozen),No gelation,Water,FD,,,0.0218,90.48%,,,,,Macroporous (flakes),,,,,
2989,SCD,Scaffold,Sheet,Cellulose,,Drug loading,B,,Lo,pp,al,Cellulose-NaOH-urea solution (freeze-thaw) + H2SO4 solution,Physical (pH),Ethanol,SCD,,,0.14,93%,356,,,62,Mesoporous (nanofibrous and nanoparticulate),,,,,
2990,SCD,Scaffold,Sheet,Cellulose,Polypyrrole,Drug loading,B,M,Lo,pp,al,Cellulose-NaOH-urea solution (freeze-thaw) + H2SO4 solution + FeCl3 solution + pyrrole vapor ,Physical (pH),Ethanol,SCD,,,0.41,74%,303,,,64,Mesoporous (nanofibrous and nanoparticulate),,,,,
2991,SCD,Scaffold,Sheet,Cellulose,Polypyrrole,Drug loading,B,M,Lo,pp,al,Cellulose-NaOH-urea solution (freeze-thaw) + H2SO4 solution + FeCl3 solution + pyrrole vapor (polymerization twice),Physical (pH),Ethanol,SCD,,,0.43,73%,264,,,72,Mesoporous (nanofibrous and nanoparticulate),,,,,
2992,SCD,Scaffold,Sheet,Cellulose,Polypyrrole,Drug loading,B,M,Lo,pp,al,Cellulose-NaOH-urea solution (freeze-thaw) + H2SO4 solution + FeCl3 solution + pyrrole vapor (polymerization 3 times),Physical (pH),Ethanol,SCD,,,0.53,66%,276,,,164,Mesoporous (nanofibrous and nanoparticulate),,,,,
2993,FD,Not specific,Monolith,GO,Poly(vinylidene fluoride),,N,M,,pp,wa,"GO suspension (hydrothermal, frozen)",Physical (aggregation),Water,FD,"Post-compositing with poly(vinylidene fluoride) solution in DMF, VD",,,,,,,,Macroporous (flakes),,,,,
2994,FD,DDS,Sheet,Hydroxyethyl cellulose,Chitosan,Drug loading,A,A,Lo,cp,wa,"Chitosan-hydroxyethyl cellulose (cellulose:chitosan = 1:0.1)-drug solution + N,N'-methylenebisacrylamide-H2O2 solution (frozen) + UV-vis irradiation",Chemical (polymerization),Water,FD,,,,,,,,,,,,,,
2995,FD,DDS,Sheet,Hydroxyethyl cellulose,Chitosan,Drug loading,A,A,Lo,cp,wa,"Chitosan-hydroxyethyl cellulose (cellulose:chitosan = 1:0.3)-drug solution + N,N'-methylenebisacrylamide-H2O2 solution (frozen) + UV-vis irradiation",Chemical (polymerization),Water,FD,,,,,,,,,,,,,,
2996,FD,DDS,Sheet,Hydroxyethyl cellulose,Chitosan,Drug loading,A,A,Lo,cp,wa,"Chitosan-hydroxyethyl cellulose (cellulose:chitosan = 1:0.5)-drug solution + N,N'-methylenebisacrylamide-H2O2 solution (frozen) + UV-vis irradiation",Chemical (polymerization),Water,FD,,,,,,,,,,,,,,
2997,FD,DDS,Sheet,Hydroxyethyl cellulose,Chitosan,Drug loading,A,A,Lo,cp,wa,"Chitosan-hydroxyethyl cellulose (cellulose:chitosan = 1:0.7)-drug solution + N,N'-methylenebisacrylamide-H2O2 solution (frozen) + UV-vis irradiation",Chemical (polymerization),Water,FD,,,,,,,,,,,,,,
2998,FD,DDS,Sheet,Hydroxyethyl cellulose,Chitosan,Drug loading,A,A,Lo,cp,wa,"Chitosan-hydroxyethyl cellulose (cellulose:chitosan = 1:1)-drug solution + N,N'-methylenebisacrylamide-H2O2 solution (frozen) + UV-vis irradiation",Chemical (polymerization),Water,FD,,,,,,,,,,,,,,
2999,FD,Sensors,Coating,Chitosan,"Polyaniline, CNT, BSA",Ferrocen loading,A,"M, N, C",Lo,cc,wa,Chitosan-grafted polyaniline solution + chitosan-BSA solution + ferrocene + glutaraldehyde solution + MWCNT (freeze-thaw),Chemical (aldehyde),Water,FG,,,,,,,,,Macroporous (cellular),,,,,
3000,APD,Scaffold,Monolith,Chitosan,"Agarose, gelatin",,A,"A, C",,cc,wa,Chitosan-agarose-gelatin solution + glutaraldehyde solution (freeze-thaw),Chemical (aldehyde),Water,"APD (FG), VD for SEM",,,,85%,,,,,Macroporous (cellular),,,,,
3001,FD,Sensors,Coating,Chitosan,"Polyacrylamide, albumin, GO",Ferrocen loading,A,"R, C, N",Lo,pp,wa,Chitosan-acrylamide-MBA-graphene-ferrocene-albumin solution + APS on gold electrode,Physical (aggregation),Water,FG,,,,,,,,,Macroporous (particulate),,,,,
3002,FD,Not specific,Monolith,Chitin nanofibers,PVA,,K,E,,pp,wa,Chitin nanofiber suspension + PVA solution + glutaraldehyde solution (freeze-thaw) + water,Physical (aggregation),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
3003,FD,Not specific,Monolith,Chitin nanofibers,PVA,Dopamine modification,K,E,Al,pp,wa,Chitin nanofiber suspension + PVA solution + glutaraldehyde solution (freeze-thaw) + water + dopamine solution ,Physical (aggregation),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
3004,FD,Not specific,Monolith,Chitin nanofibers,PVA,Ag nanoparticles,K,E,Lo,pp,wa,Chitin nanofiber suspension + PVA solution + glutaraldehyde solution (freeze-thaw) + water + AgNO3 solution,Physical (aggregation),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
3005,FD,Scaffold,Monolith,Chitosan,"Polycaprolactone, PEG",,A,"F, E",,ng,wa,Polycaprolactone-polyethylene oxide foam immersing into chitosan solution (0.01 w/v%) (frozen),No gelation,Water,FD for SEM,,,,,,,,25.4,Macroporous (cellular and fibrous),,,,,
3006,FD,Scaffold,Monolith,Chitosan,"Polycaprolactone, PEG",,A,"F, E",,ng,wa,Polycaprolactone-polyethylene oxide foam immersing into chitosan solution (0.02 w/v%) (frozen),No gelation,Water,FD for SEM,,,,,,,,,Macroporous (cellular and fibrous),,,,,
3007,FD,Scaffold,Monolith,Chitosan,"Polycaprolactone, PEG",,A,"F, E",,ng,wa,Polycaprolactone-polyethylene oxide foam immersing into chitosan solution (0.05 w/v%) (frozen),No gelation,Water,FD for SEM,,,,,,,,,Macroporous (cellular and fibrous),,,,,
3008,SCD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,ow,Chitosan (0.2 g) solution + phenol + formaldehyde solution (hydrothermal),Chemical (aldehyde),Acetone,SCD,,,0.132,,,,,,Macroporous (flakes),,,,,
3009,SCD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,ow,Chitosan (0.3 g) solution + phenol + formaldehyde solution (hydrothermal),Chemical (aldehyde),Acetone,SCD,,,0.145,,,,,,Macroporous (flakes),,,,,
3010,SCD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,ow,Chitosan (0.45 g) solution + phenol + formaldehyde solution (hydrothermal),Chemical (aldehyde),Acetone,SCD,,,0.172,,,,,,Macroporous (flakes),,,,,
3011,FD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,wa,"Chitosan solution + phenol + formaldehyde solution (hydrothermal, frozen)",Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous,,,,,
3012,FD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,wa,"Chitosan solution + resorcinol + formaldehyde solution (hydrothermal, frozen)",Chemical (aldehyde),Water,FD,,,,,,,,,Mesoporous,,,,,
3013,FD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,wa,"Chitosan solution + catechol + formaldehyde solution (hydrothermal, frozen)",Chemical (aldehyde),Water,FD,,,,,,,,,Mesoporous,,,,,
3014,FD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,wa,"Chitosan solution + hydroquinone + formaldehyde solution (hydrothermal, frozen)",Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous,,,,,
3015,FD,Not specific,Monolith,Phenolic resin,Chitosan,,I,A,,cc,wa,"Chitosan solution + m-(o-,p-)hydroquinone + formaldehyde solution (hydrothermal, frozen)",Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous,,,,,
3016,FD,Scaffold,Monolith,Silk fibroin,Chitosan,,D,A,,ng,wa,Silk fibroin solution + chitosan solution (silk:chitosan = 90:10) (frozen),No gelation,Water,FD,,,,,,,,,Macroporous (cellular and flakes),,,,,
3017,FD,Scaffold,Monolith,Silk fibroin,Chitosan,,D,A,,ng,wa,Silk fibroin solution + chitosan solution (silk:chitosan = 75:25) (frozen),No gelation,Water,FD,,,,,,,,,Macroporous (cellular and flakes),,,,,
3018,FD,Scaffold,Monolith,Silk fibroin,Chitosan,,D,A,,ng,wa,Silk fibroin solution + chitosan solution (silk:chitosan = 50:50) (frozen),No gelation,Water,FD,,,,,,,,,Macroporous (cellular and flakes),,,,,
3019,SCD,Wound dressing,Monolith,Chitosan,Si glycerolates,,A,S,,cc,al,Si tetraglycerolate precursor + glycerol + chitosan solution (1.5%),Chemical?,Ethanol,SCD,,,,,,,,,Mesoporous (nanoparticulate),,,,,
3020,SCD,Wound dressing,Monolith,Chitosan,Si glycerolates,,A,S,,cc,al,Si glycerolate precursor + glycerol + chitosan solution (1.5%),Chemical?,Ethanol,SCD,,,,,,,,,Mesoporous (nanoparticulate),,,,,
3021,FD,Wound dressing,Monolith,Cellulose,Chitosan,,B,A,,pp,wa,Chitosan ball-milled particles (0.5 wt%) + cellulose-IL solution + sodium sulphate + water (frozen),Physical (antisolvent),Water,FD,,,,65.40%,,,,,Macroporous (cellular),,,,,
3022,FD,Wound dressing,Monolith,Cellulose,Chitosan,,B,A,,pp,wa,Chitosan ball-milled particles (1.0 wt%) + cellulose-IL solution + sodium sulphate + water (frozen),Physical (antisolvent),Water,FD,,,,72.70%,,,,,Macroporous (cellular),,,,,
3023,FD,Wound dressing,Monolith,Cellulose,Chitosan,,B,A,,pp,wa,Chitosan ball-milled particles (1.5 wt%) + cellulose-IL solution + sodium sulphate + water (frozen),Physical (antisolvent),Water,FD,,,,75.20%,,,,,Macroporous (cellular),,,,,
3024,FD,Wound dressing,Monolith,Cellulose,Chitosan,,B,A,,pp,wa,Chitosan ball-milled particles (2.0 wt%) + cellulose-IL solution + sodium sulphate + water (frozen),Physical (antisolvent),Water,FD,,,,75.90%,,,,,Macroporous (cellular),,,,,
3025,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (0.5%)-CO2 treatment,Chemical (aldehyde),,59%,,,,3.1,Macroporous (particulate),,,,,
3026,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (0.5%)-CO2 treatment,Chemical (aldehyde),,54%,,,,1.8,Macroporous (cellular and particulate),,,,,
3027,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (1.0%)-CO2 treatment,Chemical (aldehyde),,58%,,,,4.8,Macroporous (particulate),,,,,
3028,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (1.0%)-CO2 treatment,Chemical (aldehyde),,78%,,,,2,Macroporous (cellular and particulate),,,,,
3029,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (2.5%)-CO2 treatment,Chemical (aldehyde),,91%,,,,7.5,Macroporous (particulate),,,,,
3030,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,Post-glutaraldehyde (2.5%)-CO2 treatment,Chemical (aldehyde),,92%,,,,6.6,Macroporous (cellular and particulate),,,,,
3031,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (0.5%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,55%,,,,2.5,,,,,,
3032,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (0.5%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,66%,,,,1.9,,,,,,
3033,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (1.0%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,57%,,,,13.6,,,,,,
3034,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (1.0%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,71%,,,,9.9,,,,,,
3035,FD,Scaffold,Monolith,Chitosan,,Drug loading,A,,Lo,ng,wa,Chitosan solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (2.5%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,81%,,,,20.6,,,,,,
3036,FD,Scaffold,Monolith,Chitosan,Collagen,Drug loading,A,C,Lo,ng,wa,Chitosan-collagen solution + BSA-ibuprofen (frozen),No gelation,Water,FD,"Post-glutaraldehyde (2.5%)-CO2 treatment, PDEAAm coating",Chemical (aldehyde),,75%,,,,13.1,,,,,,
3037,SCD,Wound dressing,Sheet,Chitosan,PVA,Drug loading,A,E,Lo,pp,"al, or, wa","Chitosan-PVA solution (PVA 87%, chitosan 13%, polymer 17.25 wt%) in ethanol-CO2 (containing drug) flow",Physical (antisolvent),CO2-ethanol-water,SCD,,,,,,,,,Macroporous (cellular),,,,,
3038,SCD,Wound dressing,Sheet,Chitosan,PVA,Drug loading,A,E,Lo,pp,"al, or, wa","Chitosan-PVA solution (PVA 67%, chitosan 33%, polymer 13 wt%) in ethanol-CO2 (containing drug) flow",Physical (antisolvent),CO2-ethanol-water,SCD,,,,,,,,,,,,,,
3039,SCD,Wound dressing,Sheet,Chitosan,PVA,Drug loading,A,E,Lo,pp,"al, or, wa","Chitosan-PVA solution (PVA 50%, chitosan 50%, polymer 9 wt%) in ethanol-CO2 (containing drug) flow",Physical (antisolvent),CO2-ethanol-water,SCD,,,,,,,,,,,,,,
3040,FD,Scaffold,Monolith,Chitosan,Gelatin,,A,C,,ng,wa,Chitosan solution + gelatin solution (frozen),No gelation,Water,FD,Ethanol,Physical (antisolvent),,,,,,0.011,Macroporous (cellular),,,,,
3041,FD,Scaffold,Monolith,Chitosan,"Gelatin, CNT",,A,"C, N",,ng,wa,Chitosan solution-CNT suspension + chitosan solution + gelatin solution (CNT 33 ppm) (frozen),No gelation,Water,FD,Ethanol,Physical (antisolvent),,,,,,0.012,Macroporous (cellular),,,,,
3042,FD,Scaffold,Monolith,Chitosan,"Gelatin, CNT",,A,"C, N",,ng,wa,Chitosan solution-CNT suspension + chitosan solution + gelatin solution (CNT 69 ppm) (frozen),No gelation,Water,FD,Ethanol,Physical (antisolvent),,,,,,0.016,Macroporous (cellular),,,,,
3043,FD,Scaffold,Monolith,Chitosan,"Gelatin, CNT",,A,"C, N",,ng,wa,Chitosan solution-CNT suspension + chitosan solution + gelatin solution (CNT 175 ppm) (frozen),No gelation,Water,FD,Ethanol,Physical (antisolvent),,,,,,0.02,Macroporous (cellular),,,,,
3044,FD,Scaffold,Monolith,Chitosan,PVA,Nitrile hydratase,A,E,Lo,cc,wa,Chitosan solution + NHase solution + glutaraldehyde solution + PVA solution,Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous (cellular),,,,,
3045,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.6 g/L) + epichlorohydrin (25.2 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.113,,58,,,,Mesoporous (nanoparticulate),,,,,
3046,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.6 g/L) + epichlorohydrin (25.2 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.123,,49,,,,Mesoporous (nanoparticulate),,,,,
3047,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.6 g/L) + epichlorohydrin (25.2 g/L)-isopropanol solution + polyethyleneimine solution (Mw 50000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.121,,37,,,,Mesoporous (nanoparticulate),,,,,
3048,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.8 g/L) + epichlorohydrin (51.1 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.109,,60,,,,Mesoporous (nanoparticulate),,,,,
3049,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.8 g/L) + epichlorohydrin (51.1 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.11,,58,,,,Mesoporous (nanoparticulate),,,,,
3050,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.8 g/L) + epichlorohydrin (51.1 g/L)-isopropanol solution + polyethyleneimine solution (Mw 50000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.125,,36,,,,Mesoporous (nanoparticulate),,,,,
3051,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (100.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.105,,69,,,,Mesoporous (nanoparticulate),,,,,
3052,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (100.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.12,,63,,,,Mesoporous (nanoparticulate),,,,,
3053,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (100.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 50000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.118,,49,,,,Mesoporous (nanoparticulate),,,,,
3054,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (151.0 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.105,,54,,,,Mesoporous (nanoparticulate),,,,,
3055,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (151.0 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.11,,51,,,,Mesoporous (nanoparticulate),,,,,
3056,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.7 g/L) + epichlorohydrin (151.0 g/L)-isopropanol solution + polyethyleneimine solution (Mw 50000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.122,,43,,,,Mesoporous (nanoparticulate),,,,,
3057,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.9 g/L) + epichlorohydrin (250.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.121,,72,,,,Mesoporous (nanoparticulate),,,,,
3058,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.9 g/L) + epichlorohydrin (250.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.119,,73,,,,Mesoporous (nanoparticulate),,,,,
3059,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (4.9 g/L) + epichlorohydrin (250.3 g/L)-isopropanol solution + polyethyleneimine solution (Mw 50000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.134,,56,,,,Mesoporous (nanoparticulate),,,,,
3060,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (9.0 g/L) + epichlorohydrin (100.5 g/L)-isopropanol solution + polyethyleneimine solution (Mw 10000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.11,,68,,,,Mesoporous (nanoparticulate),,,,,
3061,FD,Adsorbent,Beads,Chitosan,Polyethyleneimine,,A,E,,"cc, pp",wa,"Chitosan-lactic acid solution + NaOH solution, post-immersion into ethylene glycol diglycidyl ether (9.0 g/L) + epichlorohydrin (100.5 g/L)-isopropanol solution + polyethyleneimine solution (Mw 25000) (frozen)",Chemical (epoxy) and physical (pH),Water,FD,,,0.117,,66,,,,Mesoporous (nanoparticulate),,,,,
